,Codigo_Card,Data_Hora_Vencimento_Card,Quantidade_Dias_Ate_Vencimento_Card,Data_Hora_Limite_Entrega_Planejamento,Quantidade_Dias_Ate_Vencimento_Planejamento,Flag_Vencimento_Completo_Card
83,64ec865e1a9c0e2abb40c970,2023-08-29 18:00:00+00:00,-182.0,2023-08-28 09:59:59.999999+00:00,-183.0,SIM
84,64c284dccf4737fde2227c9c,2023-08-09 18:00:00+00:00,-202.0,2023-08-02 12:00:00+00:00,-209.0,SIM
85,64ee47e56824dabb8da013aa,2023-08-29 18:59:59.999999+00:00,-182.0,2023-08-28 12:00:00+00:00,-183.0,SIM
86,64c284dccf4737fde2227c9c,2023-08-09 18:00:00+00:00,-202.0,2023-08-02 12:00:00+00:00,-209.0,SIM
87,64f0cac351d0140bc3b27a36,2023-09-05 18:39:00+00:00,-175.0,2023-09-01 12:00:00+00:00,-179.0,SIM
88,64f0ca3011d57f6fceb0749e,2023-09-05 18:00:00+00:00,-175.0,2023-09-01 12:00:00+00:00,-179.0,SIM
89,64f7cee46f327ad12bc55a94,2023-09-08 12:00:00+00:00,-172.0,2023-09-06 18:00:00+00:00,-174.0,SIM
90,64f7cee46f327ad12bc55a94,2023-09-08 12:00:00+00:00,-172.0,2023-09-06 18:00:00+00:00,-174.0,SIM
91,64f7cee46f327ad12bc55a94,2023-09-08 12:00:00+00:00,-172.0,2023-09-06 18:00:00+00:00,-174.0,SIM
92,64f7cee46f327ad12bc55a94,2023-09-08 12:00:00+00:00,-172.0,2023-09-06 18:00:00+00:00,-174.0,SIM
93,64f0ca3011d57f6fceb0749e,2023-09-05 18:00:00+00:00,-175.0,2023-09-01 12:00:00+00:00,-179.0,SIM
94,64f7cee46f327ad12bc55a94,2023-09-08 12:00:00+00:00,-172.0,2023-09-06 18:00:00+00:00,-174.0,SIM
95,65157582d2b8c94d0167210d,2023-09-29 18:00:00+00:00,-151.0,2023-09-28 12:00:00+00:00,-152.0,SIM
96,6515c9ca0e168e125396abcc,2023-09-29 18:00:00+00:00,-151.0,2023-09-28 20:45:37+00:00,-152.0,SIM
97,6516b102c98234ee95c1a5a5,2023-10-02 12:49:59.999999+00:00,-148.0,2023-09-29 12:00:00+00:00,-151.0,SIM
98,651854f01a34f338b44b0680,2023-10-09 09:00:00+00:00,-141.0,2023-09-30 19:03:50+00:00,-150.0,SIM
99,65116f9b46efa1904fc06d1e,2023-09-29 18:00:00+00:00,-151.0,2023-09-25 18:00:00+00:00,-155.0,SIM
100,65140f02b2d6d016966a4593,2023-09-28 18:00:00+00:00,-152.0,2023-09-27 12:00:00+00:00,-153.0,SIM
101,6516baa80b7bf6759735b626,2023-09-29 18:00:00+00:00,-151.0,2023-09-29 13:53:18+00:00,-151.0,SIM
102,651af7f0ec07bde359c77a9f,2023-10-09 09:00:00+00:00,-141.0,2023-10-09 08:05:00+00:00,-141.0,SIM
103,652923966865a913ba1bdd65,2023-10-13 08:06:00+00:00,-137.0,2023-10-11 17:00:00+00:00,-139.0,SIM
104,61c0f1cdd4fabe02d47d7d4d,2021-12-22 18:20:59.999999+00:00,-797.0,2021-12-20 18:30:00+00:00,-799.0,SIM
105,651b0e2921c3b82e4cd10810,2023-10-10 16:20:00+00:00,-140.0,2023-10-02 20:38:41.999999+00:00,-148.0,SIM
106,64f8bbc1a4c36b033151f91e,2023-09-08 09:59:59.999999+00:00,-172.0,2023-09-06 12:00:00+00:00,-174.0,SIM
107,651b0e2bcc05ce2116a8c1d8,2023-10-10 16:15:00+00:00,-140.0,2023-10-02 20:38:45+00:00,-148.0,SIM
108,6519a674c656d4f33f437ac1,2023-10-09 09:00:00+00:00,-141.0,2023-10-01 19:03:53.999999+00:00,-149.0,SIM
109,64c7c73ef33ff30199cbf604,2023-08-18 18:00:00+00:00,-193.0,2023-08-02 12:00:00+00:00,-209.0,SIM
110,65118e612929d33d53053e19,2023-09-25 21:59:59.999999+00:00,-155.0,2023-09-25 14:00:00+00:00,-155.0,SIM
111,65117052a4acb4ee26cf6408,2023-09-27 18:00:00+00:00,-153.0,2023-09-25 14:00:00+00:00,-155.0,SIM
112,65117052a4acb4ee26cf6408,2023-09-27 18:00:00+00:00,-153.0,2023-09-25 14:00:00+00:00,-155.0,SIM
113,6504762880ddb225ab765a9a,2023-09-22 18:00:00+00:00,-158.0,2023-09-19 18:00:00+00:00,-161.0,SIM
114,64ff44055b18f14d219e8d0d,2023-09-12 18:59:59.999999+00:00,-168.0,2023-09-11 15:00:00+00:00,-169.0,SIM
115,650c26b0e614771d1bec619b,2023-09-21 18:00:00+00:00,-159.0,2023-09-21 09:00:00+00:00,-159.0,SIM
116,651aa621f8cddfc86992342f,2023-10-05 17:00:00+00:00,-145.0,2023-10-03 12:00:00+00:00,-147.0,SIM
117,650c3b61e0b2ab2e0c80b400,2023-09-26 18:00:00+00:00,-154.0,2023-09-25 06:59:59.999999+00:00,-155.0,SIM
118,65116fcf22685dcd1e0f5bca,2023-10-02 18:00:00+00:00,-148.0,2023-09-28 14:00:00+00:00,-152.0,SIM
119,651aa91c7a5516cbbca613b5,2023-10-02 18:00:00+00:00,-148.0,2023-10-02 12:00:00+00:00,-148.0,SIM
120,64c04dbecb766eb22800d7b1,2023-07-28 18:00:00+00:00,-214.0,2023-07-26 12:00:00+00:00,-216.0,SIM
121,65133cbd5d1a616d74758b06,2023-09-26 17:16:59.999999+00:00,-154.0,2023-09-26 15:30:00+00:00,-154.0,SIM
122,64c04dbecb766eb22800d7b1,2023-07-28 18:00:00+00:00,-214.0,2023-07-26 12:00:00+00:00,-216.0,SIM
123,64f7cee46f327ad12bc55a94,2023-09-08 12:00:00+00:00,-172.0,2023-09-06 18:00:00+00:00,-174.0,SIM
124,61c0f1cdd4fabe02d47d7d4d,2021-12-22 18:20:59.999999+00:00,-797.0,2021-12-20 18:30:00+00:00,-799.0,SIM
125,64f06be362f6cfccfa673571,2023-08-31 14:23:00+00:00,-180.0,2023-08-31 12:31:23+00:00,-180.0,SIM
126,64ef1a6a593532c85deb074d,2023-08-30 13:15:00+00:00,-181.0,2023-08-30 12:31:29.999999+00:00,-181.0,SIM
127,64f1849726e625d577e14b29,2023-09-01 08:35:59.999999+00:00,-179.0,2023-09-01 08:28:54+00:00,-179.0,SIM
128,63a59ec876cd340fb25306f2,2023-01-10 08:09:00+00:00,-413.0,2023-01-09 12:00:00+00:00,-414.0,SIM
129,64f5b1da6d6bf5bf8cd29f71,2023-09-04 12:59:59.999999+00:00,-176.0,2023-09-04 12:31:07.999999+00:00,-176.0,SIM
130,64f1bd6188f8f4ca00bde436,2023-09-01 12:59:59.999999+00:00,-179.0,2023-09-01 12:31:53+00:00,-179.0,SIM
131,64f06bdd7db6d152e59fa170,2023-08-31 14:23:00+00:00,-180.0,2023-08-31 12:31:18.999999+00:00,-180.0,SIM
132,64ef1a5ff7b6bae6ceefe510,2023-08-30 13:15:00+00:00,-181.0,2023-08-30 12:31:04+00:00,-181.0,SIM
133,64e48e5fb8c8c193e329e179,2023-08-22 12:59:59.999999+00:00,-189.0,2023-08-22 12:31:26+00:00,-189.0,SIM
134,64e3040e460264c616ad01b4,2023-08-21 20:02:00+00:00,-190.0,2023-08-21 08:28:38+00:00,-190.0,SIM
135,64e4ca163cba1a6ec3ce1d27,2023-08-23 18:03:00+00:00,-188.0,2023-08-23 08:10:00+00:00,-188.0,SIM
136,64ec3e92a5a2204f4a069dc3,2023-08-28 13:07:00+00:00,-183.0,2023-08-28 08:28:44.999999+00:00,-183.0,SIM
137,64edc8d89ae1f33288f18e60,2023-08-29 13:23:00+00:00,-182.0,2023-08-29 12:31:07.999999+00:00,-182.0,SIM
138,64e6f894d526a0bb12ca8684,2023-08-24 09:23:00+00:00,-187.0,2023-08-24 08:28:44.999999+00:00,-187.0,SIM
139,64e48e57bfc1def4a87d90e4,2023-08-22 13:02:59.999999+00:00,-189.0,2023-08-22 12:31:21+00:00,-189.0,SIM
140,64f9a65cae0db83d9caf0830,2023-09-08 08:35:59.999999+00:00,-172.0,2023-09-07 12:31:02.999999+00:00,-173.0,SIM
141,6504258379699444aaba9fe6,2023-09-18 09:00:00+00:00,-162.0,2023-09-15 13:41:00+00:00,-165.0,SIM
142,65042586763c5413ffa9c1f4,2023-09-18 09:00:00+00:00,-162.0,2023-09-15 13:41:00+00:00,-165.0,SIM
143,65042581f629c6c86f6e5f68,2023-09-18 09:00:00+00:00,-162.0,2023-09-15 13:41:00+00:00,-165.0,SIM
144,64f7035f234d851f77e1aa46,2023-09-05 17:28:00+00:00,-175.0,2023-09-05 12:31:31+00:00,-175.0,SIM
145,65042581f629c6c86f6e5f68,2023-09-18 09:00:00+00:00,-162.0,2023-09-15 13:41:00+00:00,-165.0,SIM
146,65042586763c5413ffa9c1f4,2023-09-18 09:00:00+00:00,-162.0,2023-09-15 13:41:00+00:00,-165.0,SIM
147,6504257ebf9fc162e28da334,2023-09-18 09:00:00+00:00,-162.0,2023-09-15 13:41:00+00:00,-165.0,SIM
148,65003dde8013499f10953100,2023-09-12 12:52:00+00:00,-168.0,2023-09-12 12:31:07.999999+00:00,-168.0,SIM
149,64fabf11b38c5e0cdba93b88,2023-09-08 08:35:59.999999+00:00,-172.0,2023-09-08 08:28:43+00:00,-172.0,SIM
150,6502e0db1cf4a8b4a10028d1,2023-09-14 13:18:00+00:00,-166.0,2023-09-14 12:31:17+00:00,-166.0,SIM
151,650425860e8ff3620a444402,2023-09-18 09:00:00+00:00,-162.0,2023-09-15 13:41:00+00:00,-165.0,SIM
152,6502e0d96f0a9ea43d19f3c9,2023-09-14 13:18:00+00:00,-166.0,2023-09-14 12:31:15+00:00,-166.0,SIM
153,64dca57dc7303adad8a95e0d,2023-08-16 23:23:59.999999+00:00,-195.0,2023-08-15 12:00:00+00:00,-196.0,SIM
154,649aba52d88f3b120cbdcbfa,2023-06-27 13:21:00+00:00,-245.0,2023-06-27 12:31:26+00:00,-245.0,SIM
155,64aefbc588d89dce5537a9ec,2023-07-12 23:58:00+00:00,-230.0,2023-07-12 16:30:00+00:00,-230.0,SIM
156,649ed9441e22a88678641296,2023-07-03 18:06:00+00:00,-239.0,2023-07-03 08:00:00+00:00,-239.0,SIM
157,64ccdae15d2b39586a601d3a,2023-08-10 18:01:00+00:00,-201.0,2023-08-07 12:00:00+00:00,-204.0,SIM
158,64d2195bebe1c839697a22d5,2023-08-08 14:13:59.999999+00:00,-203.0,2023-08-08 12:31:18+00:00,-203.0,SIM
159,64ccdae15d2b39586a601d3a,2023-08-10 18:01:00+00:00,-201.0,2023-08-07 12:00:00+00:00,-204.0,SIM
160,64a5465bf7b39f29bc359b39,2023-07-05 18:00:00+00:00,-237.0,2023-07-05 12:32:09.999999+00:00,-237.0,SIM
161,64d4bc5a913f0f870f47f255,2023-08-10 16:27:00+00:00,-201.0,2023-08-10 12:30:58+00:00,-201.0,SIM
162,642f1578bdd1606802bf1b90,2023-04-11 18:00:00+00:00,-322.0,2023-04-10 12:00:00+00:00,-323.0,SIM
163,64281b028adf3e076dd6e468,2023-04-01 18:00:00+00:00,-332.0,2023-04-01 12:00:00+00:00,-332.0,SIM
164,64594555515ffacbe3b246c3,2023-05-09 18:00:00+00:00,-294.0,2023-05-08 15:59:59.999999+00:00,-295.0,SIM
165,648b123b33f7ffececf3d7b6,2023-06-15 12:24:00+00:00,-257.0,2023-06-15 11:33:29+00:00,-257.0,SIM
166,6492d1544af3b7511aad1825,2023-06-21 13:34:50+00:00,-251.0,2023-06-21 12:32:20.999999+00:00,-251.0,SIM
167,648226eb9243a2ce52e49383,2023-06-12 12:49:59.999999+00:00,-260.0,2023-06-12 12:00:00+00:00,-260.0,SIM
168,642f1578bdd1606802bf1b90,2023-04-11 18:00:00+00:00,-322.0,2023-04-10 12:00:00+00:00,-323.0,SIM
169,64d540689231a0e5ddb056dd,2023-08-11 13:44:59.999999+00:00,-200.0,2023-08-11 12:00:00+00:00,-200.0,SIM
170,64da77b4f1744879b7186768,2023-08-15 20:23:59.999999+00:00,-196.0,2023-08-14 18:00:00+00:00,-197.0,SIM
171,64da5dc18ee079b67769b1ce,2023-08-14 18:11:00+00:00,-197.0,2023-08-14 12:00:00+00:00,-197.0,SIM
172,64db1b0f00cf8aeeb026c6fc,2023-08-15 18:00:00+00:00,-196.0,2023-08-15 08:28:44.999999+00:00,-196.0,SIM
173,64dba3f7deeca6118caecd9d,2023-08-15 18:00:00+00:00,-196.0,2023-08-15 08:00:00+00:00,-196.0,SIM
174,64db53e1c2a9ab4b2d64f4dd,2023-08-15 18:00:00+00:00,-196.0,2023-08-15 12:31:18.999999+00:00,-196.0,SIM
175,64da77b4f1744879b7186768,2023-08-15 20:23:59.999999+00:00,-196.0,2023-08-14 18:00:00+00:00,-197.0,SIM
176,64da5dc18ee079b67769b1ce,2023-08-14 18:11:00+00:00,-197.0,2023-08-14 12:00:00+00:00,-197.0,SIM
177,64d60dd40951cfc4431eb1b1,2023-08-11 13:44:59.999999+00:00,-200.0,2023-08-11 12:30:54+00:00,-200.0,SIM
178,64d540689231a0e5ddb056dd,2023-08-11 13:44:59.999999+00:00,-200.0,2023-08-11 12:00:00+00:00,-200.0,SIM
179,64d60ddac221f7dc2111df76,2023-08-11 13:44:59.999999+00:00,-200.0,2023-08-11 12:31:31+00:00,-200.0,SIM
180,64d60ddb90564b5f6efac024,2023-08-11 13:44:59.999999+00:00,-200.0,2023-08-11 12:31:37.999999+00:00,-200.0,SIM
181,64da233875b6b21f2f5e67f3,2023-08-18 18:00:00+00:00,-193.0,2023-08-16 12:00:00+00:00,-195.0,SIM
182,64d60ddb2a4215391bbfdef4,2023-08-11 13:44:59.999999+00:00,-200.0,2023-08-11 12:31:36+00:00,-200.0,SIM
183,62fbdcf4ae324e4d7ce72406,,,,,NÃO
184,64dcd1a2c8ac22de05ba7637,2023-08-18 18:00:00+00:00,-193.0,2023-08-16 12:59:59.999999+00:00,-195.0,SIM
185,64b554e55cd6caa02945fb06,2023-07-17 15:00:00+00:00,-225.0,2023-07-17 12:00:00+00:00,-225.0,SIM
186,64a6a1d47c11ede36908c18d,2023-07-06 18:00:00+00:00,-236.0,2023-07-06 12:00:00+00:00,-236.0,SIM
187,64a6a1d47c11ede36908c18d,2023-07-06 18:00:00+00:00,-236.0,2023-07-06 12:00:00+00:00,-236.0,SIM
188,64a6a1d47c11ede36908c18d,2023-07-06 18:00:00+00:00,-236.0,2023-07-06 12:00:00+00:00,-236.0,SIM
189,64a6ec60a37f05b538667d08,2023-07-07 17:00:00+00:00,-235.0,2023-06-28 14:00:00+00:00,-244.0,SIM
190,64c138fb6086e75e9c7ae8bd,2023-07-26 19:44:00+00:00,-216.0,2023-07-26 12:00:00+00:00,-216.0,SIM
191,64aff446e4edac808584c4fa,2023-07-13 12:00:00+00:00,-229.0,2023-07-13 09:59:59.999999+00:00,-229.0,SIM
192,64ad682f9a04f11be28ec80e,2023-07-17 12:59:59.999999+00:00,-225.0,2023-07-11 12:59:59.999999+00:00,-231.0,SIM
193,64ac45f98f8545e0bf05cdf2,2023-07-17 11:00:00+00:00,-225.0,2023-07-10 15:59:59.999999+00:00,-232.0,SIM
194,64b5c56b0c7c3e2d40e49685,2023-07-19 18:00:00+00:00,-223.0,2023-07-18 12:00:00+00:00,-224.0,SIM
195,64b14ad4aeb7952582506a92,2023-07-14 18:00:00+00:00,-228.0,2023-07-14 12:00:00+00:00,-228.0,SIM
196,64ad35205733ca44d659085b,2023-07-14 15:00:00+00:00,-228.0,2023-07-10 14:00:00+00:00,-232.0,SIM
197,64a31001b524ddcf13e143cc,2023-07-26 19:30:00+00:00,-216.0,2023-07-03 15:59:59.999999+00:00,-239.0,SIM
198,64a6ec60a37f05b538667d08,2023-07-07 17:00:00+00:00,-235.0,2023-06-28 14:00:00+00:00,-244.0,SIM
199,64a6ec60a37f05b538667d08,2023-07-07 17:00:00+00:00,-235.0,2023-06-28 14:00:00+00:00,-244.0,SIM
200,64a18ee3d95800715ca9d457,2023-07-03 18:00:00+00:00,-239.0,2023-07-03 09:00:00+00:00,-239.0,SIM
201,6495cb192ddad6775766ee08,2023-06-26 18:00:00+00:00,-246.0,2023-06-23 14:00:00+00:00,-249.0,SIM
202,64a18ee3d95800715ca9d457,2023-07-03 18:00:00+00:00,-239.0,2023-07-03 09:00:00+00:00,-239.0,SIM
203,64884f938f5ab36a0ac4f7b5,2023-06-13 12:00:00+00:00,-259.0,2023-06-12 17:00:00+00:00,-260.0,SIM
